calendars	PUT	/calendars/groups/{groupId}/status	disable-group	Disable Group	[{"bearer":["calendars/groups.write"]}]
calendars	POST	/calendars/events/appointments	create-appointment	Create appointment	[{"bearer":["calendars/events.write"]}]
calendars	PUT	/calendars/events/appointments/{eventId}	edit-appointment	Update Appointment	[{"bearer":["calendars/events.write"]}]
calendars	GET	/calendars/events/appointments/{eventId}	get-appointment	Get Appointment	[{"bearer":["calendars/events.readonly"]}]
calendars	GET	/calendars/events	get-calendar-events	Get Calendar Events	[{"bearer":["calendars/events.readonly"]}]
calendars	GET	/calendars/blocked-slots	get-blocked-slots	Get Blocked Slots	[{"bearer":["calendars/events.readonly"]}]
calendars	POST	/calendars/events/block-slots	create-block-slot	Create Block Slot	[{"bearer":["calendars/events.write"]}]
calendars	PUT	/calendars/events/block-slots/{eventId}	edit-block-slot	Update Block Slot	[{"bearer":["calendars/events.write"]}]
calendars	GET	/calendars/{calendarId}/free-slots	get-slots	Get Free Slots	[{"bearer":["calendars.readonly"]}]
calendars	PUT	/calendars/{calendarId}	update-calendar	Update Calendar	[{"bearer":["calendars.write"]}]
calendars	GET	/calendars/{calendarId}	get-calendar	Get Calendar	[{"bearer":["calendars.readonly"]}]
calendars	DELETE	/calendars/{calendarId}	delete-calendar	Delete Calendar	[{"bearer":["calendars.write"]}]
calendars	DELETE	/calendars/events/{eventId}	delete-event	Delete Event	[{"bearer":["calendars/events.write"]}]
calendars	GET	/calendars/appointments/{appointmentId}/notes	get-appointment-notes	Get Notes	[{"bearer":["calendars/events.readonly"]}]
calendars	POST	/calendars/appointments/{appointmentId}/notes	create-appointment-note	Create Note	[{"bearer":["calendars/events.write"]}]
calendars	PUT	/calendars/appointments/{appointmentId}/notes/{noteId}	update-appointment-note	Update Note	[{"bearer":["calendars/events.write"]}]
calendars	DELETE	/calendars/appointments/{appointmentId}/notes/{noteId}	delete-appointment-note	Delete Note	[{"bearer":["calendars/events.write"]}]
calendars	GET	/calendars/resources/{resourceType}/{id}	get-calendar-resource	Get Calendar Resource	[{"Location-Access":["calendars/resources.readonly"]}]
calendars	PUT	/calendars/resources/{resourceType}/{id}	update-calendar-resource	Update Calendar Resource	[{"Location-Access":["calendars/resources.write"]}]
calendars	DELETE	/calendars/resources/{resourceType}/{id}	delete-calendar-resource	Delete Calendar Resource	[{"Location-Access":["calendars/resources.write"]}]
calendars	GET	/calendars/resources/{resourceType}	fetch-calendar-resources	List Calendar Resources	[{"Location-Access":["calendars/resources.readonly"]}]
calendars	POST	/calendars/resources/{resourceType}	create-calendar-resource	Create Calendar Resource	[{"Location-Access":["calendars/resources.write"]}]
calendars	GET	/calendars/{calendarId}/notifications	get-event-notification	Get notifications	[{"bearer":["calendars/events.readonly"]}]
calendars	POST	/calendars/{calendarId}/notifications	create-event-notification	Create notification	[{"bearer":["calendars/events.write"]}]
calendars	GET	/calendars/{calendarId}/notifications/{notificationId}	find-event-notification	Get notification	[{"bearer":["calendars/events.readonly"]}]
calendars	PUT	/calendars/{calendarId}/notifications/{notificationId}	update-event-notification	Update notification	[{"bearer":["calendars/events.write"]}]
calendars	DELETE	/calendars/{calendarId}/notifications/{notificationId}	delete-event-notification	Delete Notification	[{"bearer":["calendars/events.write"]}]
calendars	GET	/calendars/	get-calendars	Get Calendars	[{"bearer":["calendars.readonly"]}]
calendars	POST	/calendars/	create-calendar	Create Calendar	[{"bearer":["calendars.write"]}]
campaigns	GET	/campaigns/	get-campaigns	Get Campaigns	[{"bearer":["campaigns.readonly"]}]
companies	GET	/companies/{companyId}	get-company	Get Company	[{"Agency-Access":["companies.readonly"]}]
